player_id,prediction_period_id,m6_features
oe:player:08936c56ab5a6453c58974a619651c3,period:3921ed3cc984afb56c50,"{""bo_format_context"": 12.0, ""canonical_matchup_probability"": 0.48212262, ""playstyle_class_1_probability"": NaN, ""playstyle_class_2_probability"": NaN, ""playstyle_uncertainty"": NaN, ""playstyle_unknown_probability"": NaN, ""prior_above_role_median_rate"": 0.5, ""prior_champion_observation_count"": 0.0, ""prior_core_state"": -0.6790695343559643, ""prior_effective_evidence"": 0.0, ""prior_median_performance"": 15.07, ""prior_player_rating"": 1500.0, ""prior_q25_performance"": 15.07, ""prior_raw_observation_count"": 0.0, ""prior_residual_uncertainty"": 1.6606601717798213, ""prior_role_adjusted_kp"": 0.0, ""prior_role_relative_rating"": 0.0, ""prior_starter_reliability"": 0.5, ""prior_team_state"": -0.5090364474282333, ""prior_team_strength"": -0.11103743340914826, ""schedule_opponent_context"": 3.0, ""playstyle_applicable"": 0.0}"
oe:player:52b4f060a577ff87c99118d97fa75f4,period:3921ed3cc984afb56c50,"{""bo_format_context"": 16.0, ""canonical_matchup_probability"": 0.48974748, ""playstyle_class_1_probability"": NaN, ""playstyle_class_2_probability"": NaN, ""playstyle_uncertainty"": NaN, ""playstyle_unknown_probability"": NaN, ""prior_above_role_median_rate"": 0.35819221532060114, ""prior_champion_observation_count"": 40.0, ""prior_core_state"": -0.48510586939735284, ""prior_effective_evidence"": 36.55326446128704, ""prior_median_performance"": 11.48, ""prior_player_rating"": 1483.2889513703112, ""prior_q25_performance"": 3.7300000000000004, ""prior_raw_observation_count"": 40.0, ""prior_residual_uncertainty"": 0.141154227908388, ""prior_role_adjusted_kp"": -0.029465771295746675, ""prior_role_relative_rating"": -0.16711048629688732, ""prior_starter_reliability"": 0.8879916066698758, ""prior_team_state"": -0.5660875054842105, ""prior_team_strength"": -0.16130430458764938, ""schedule_opponent_context"": 4.0, ""playstyle_applicable"": 0.0}"
oe:player:8a5dbe19794784cfd0553556844f045,period:3921ed3cc984afb56c50,"{""bo_format_context"": 16.0, ""canonical_matchup_probability"": 0.47029216, ""playstyle_class_1_probability"": NaN, ""playstyle_class_2_probability"": NaN, ""playstyle_uncertainty"": NaN, ""playstyle_unknown_probability"": NaN, ""prior_above_role_median_rate"": 0.5027164941582114, ""prior_champion_observation_count"": 29.0, ""prior_core_state"": -0.3274607905901241, ""prior_effective_evidence"": 18.645938649142263, ""prior_median_performance"": 14.169, ""prior_player_rating"": 1495.1361948327635, ""prior_q25_performance"": 7.91, ""prior_raw_observation_count"": 29.0, ""prior_residual_uncertainty"": 0.20908166612219975, ""prior_role_adjusted_kp"": -0.3346979619917895, ""prior_role_relative_rating"": -0.04863805167236455, ""prior_starter_reliability"": 0.8434783820675514, ""prior_team_state"": -0.30875758191525665, ""prior_team_strength"": -0.14049752546800195, ""schedule_opponent_context"": 4.0, ""playstyle_applicable"": 0.0}"
oe:player:96da046ebab4cac9bcba2c9afd85999,period:3921ed3cc984afb56c50,"{""bo_format_context"": 12.0, ""canonical_matchup_probability"": NaN, ""playstyle_class_1_probability"": NaN, ""playstyle_class_2_probability"": NaN, ""playstyle_uncertainty"": NaN, ""playstyle_unknown_probability"": NaN, ""prior_above_role_median_rate"": 0.6227157212904039, ""prior_champion_observation_count"": 133.0, ""prior_core_state"": NaN, ""prior_effective_evidence"": 88.52039555010555, ""prior_median_performance"": 16.96, ""prior_player_rating"": 1514.1041502736964, ""prior_q25_performance"": 8.783000000000001, ""prior_raw_observation_count"": 133.0, ""prior_residual_uncertainty"": 0.1124140547211839, ""prior_role_adjusted_kp"": -0.04088272877396086, ""prior_role_relative_rating"": 0.14104150273696475, ""prior_starter_reliability"": 0.9494167305173583, ""prior_team_state"": NaN, ""prior_team_strength"": NaN, ""schedule_opponent_context"": 3.0, ""playstyle_applicable"": 0.0}"
oe:player:9772f394c5e44d54e76aae1647217d0,period:3921ed3cc984afb56c50,"{""bo_format_context"": 12.0, ""canonical_matchup_probability"": NaN, ""playstyle_class_1_probability"": NaN, ""playstyle_class_2_probability"": NaN, ""playstyle_uncertainty"": NaN, ""playstyle_unknown_probability"": NaN, ""prior_above_role_median_rate"": 0.6236811019151427, ""prior_champion_observation_count"": 140.0, ""prior_core_state"": NaN, ""prior_effective_evidence"": 80.98820076398498, ""prior_median_performance"": 17.380000000000003, ""prior_player_rating"": 1507.6488280484277, ""prior_q25_performance"": 7.4399999999999995, ""prior_raw_observation_count"": 140.0, ""prior_residual_uncertainty"": 0.10462706692153513, ""prior_role_adjusted_kp"": -0.049421189172083935, ""prior_role_relative_rating"": 0.07648828048427693, ""prior_starter_reliability"": 0.939628864156979, ""prior_team_state"": NaN, ""prior_team_strength"": NaN, ""schedule_opponent_context"": 3.0, ""playstyle_applicable"": 0.0}"
oe:player:a8307167f3a1c933295bb9e3d43700e,period:3921ed3cc984afb56c50,"{""bo_format_context"": 12.0, ""canonical_matchup_probability"": 0.50606881, ""playstyle_class_1_probability"": NaN, ""playstyle_class_2_probability"": NaN, ""playstyle_uncertainty"": NaN, ""playstyle_unknown_probability"": NaN, ""prior_above_role_median_rate"": 0.5, ""prior_champion_observation_count"": 0.0, ""prior_core_state"": -0.6790695343559643, ""prior_effective_evidence"": 0.0, ""prior_median_performance"": 15.07, ""prior_player_rating"": 1500.0, ""prior_q25_performance"": 15.07, ""prior_raw_observation_count"": 0.0, ""prior_residual_uncertainty"": 1.6606601717798213, ""prior_role_adjusted_kp"": 0.0, ""prior_role_relative_rating"": 0.0, ""prior_starter_reliability"": 0.5, ""prior_team_state"": -0.3319168472245776, ""prior_team_strength"": -0.01497563419260551, ""schedule_opponent_context"": 3.0, ""playstyle_applicable"": 0.0}"
oe:player:a88f9b1cfb0beebb9aee272513500a6,period:3921ed3cc984afb56c50,"{""bo_format_context"": 8.0, ""canonical_matchup_probability"": 0.44157969, ""playstyle_class_1_probability"": NaN, ""playstyle_class_2_probability"": NaN, ""playstyle_uncertainty"": NaN, ""playstyle_unknown_probability"": NaN, ""prior_above_role_median_rate"": 0.5, ""prior_champion_observation_count"": 0.0, ""prior_core_state"": -0.6790695343559643, ""prior_effective_evidence"": 0.0, ""prior_median_performance"": 15.07, ""prior_player_rating"": 1500.0, ""prior_q25_performance"": 15.07, ""prior_raw_observation_count"": 0.0, ""prior_residual_uncertainty"": 1.6606601717798213, ""prior_role_adjusted_kp"": 0.0, ""prior_role_relative_rating"": 0.0, ""prior_starter_reliability"": 0.5, ""prior_team_state"": -0.7083066557453351, ""prior_team_strength"": -0.3006260761870516, ""schedule_opponent_context"": 2.0, ""playstyle_applicable"": 0.0}"
oe:player:ab7f28ca18446cb18274a884b1525f7,period:3921ed3cc984afb56c50,"{""bo_format_context"": 12.0, ""canonical_matchup_probability"": 0.53758022, ""playstyle_class_1_probability"": NaN, ""playstyle_class_2_probability"": NaN, ""playstyle_uncertainty"": NaN, ""playstyle_unknown_probability"": NaN, ""prior_above_role_median_rate"": 0.5021966894962986, ""prior_champion_observation_count"": 52.0, ""prior_core_state"": -0.2016936545119532, ""prior_effective_evidence"": 48.09020474184284, ""prior_median_performance"": 15.86, ""prior_player_rating"": 1500.9831257188791, ""prior_q25_performance"": 7.720000000000001, ""prior_raw_observation_count"": 52.0, ""prior_residual_uncertainty"": 0.1376386610898532, ""prior_role_adjusted_kp"": -0.04729921909648857, ""prior_role_relative_rating"": 0.009831257188790488, ""prior_starter_reliability"": 0.9211053529463175, ""prior_team_state"": -0.28748819012211757, ""prior_team_strength"": 0.061869047982685006, ""schedule_opponent_context"": 3.0, ""playstyle_applicable"": 0.0}"
oe:player:ed455f823b6586e9e3621dfb5aeb42e,period:3921ed3cc984afb56c50,"{""bo_format_context"": 12.0, ""canonical_matchup_probability"": 0.56495235, ""playstyle_class_1_probability"": NaN, ""playstyle_class_2_probability"": NaN, ""playstyle_uncertainty"": NaN, ""playstyle_unknown_probability"": NaN, ""prior_above_role_median_rate"": 0.6772443533922785, ""prior_champion_observation_count"": 150.0, ""prior_core_state"": 0.10688085489540475, ""prior_effective_evidence"": 99.8074022866448, ""prior_median_performance"": 19.67, ""prior_player_rating"": 1519.9632002611065, ""prior_q25_performance"": 11.56, ""prior_raw_observation_count"": 150.0, ""prior_residual_uncertainty"": 0.1, ""prior_role_adjusted_kp"": 0.04938279898724026, ""prior_role_relative_rating"": 0.19963200261106592, ""prior_starter_reliability"": 0.9539818184584861, ""prior_team_state"": -0.26364562946655995, ""prior_team_strength"": 0.030635929125016947, ""schedule_opponent_context"": 3.0, ""playstyle_applicable"": 0.0}"
oe:player:f61764e99a8cc0851a73c850fd43b0c,period:3921ed3cc984afb56c50,"{""bo_format_context"": 8.0, ""canonical_matchup_probability"": 0.5176935, ""playstyle_class_1_probability"": NaN, ""playstyle_class_2_probability"": NaN, ""playstyle_uncertainty"": NaN, ""playstyle_unknown_probability"": NaN, ""prior_above_role_median_rate"": 0.3036996382293956, ""prior_champion_observation_count"": 54.0, ""prior_core_state"": -0.4841943692508397, ""prior_effective_evidence"": 49.13978970354663, ""prior_median_performance"": 10.06, ""prior_player_rating"": 1480.5223350097685, ""prior_q25_performance"": 5.562, ""prior_raw_observation_count"": 54.0, ""prior_residual_uncertainty"": 0.11697436607933287, ""prior_role_adjusted_kp"": -0.1576984166071939, ""prior_role_relative_rating"": -0.19477664990231355, ""prior_starter_reliability"": 0.9181620710735043, ""prior_team_state"": -0.5432517169303966, ""prior_team_strength"": -0.09050075060619484, ""schedule_opponent_context"": 2.0, ""playstyle_applicable"": 0.0}"
oe:player:2a4f745da387ba8d9546e89e19ff74d,period:3921ed3cc984afb56c50,"{""bo_format_context"": 12.0, ""canonical_matchup_probability"": 0.48212262, ""playstyle_class_1_probability"": NaN, ""playstyle_class_2_probability"": NaN, ""playstyle_uncertainty"": NaN, ""playstyle_unknown_probability"": NaN, ""prior_above_role_median_rate"": 0.5, ""prior_champion_observation_count"": 0.0, ""prior_core_state"": -0.7125487010226309, ""prior_effective_evidence"": 0.0, ""prior_median_performance"": 14.5, ""prior_player_rating"": 1500.0, ""prior_q25_performance"": 14.5, ""prior_raw_observation_count"": 0.0, ""prior_residual_uncertainty"": 1.6606601717798213, ""prior_role_adjusted_kp"": 0.0, ""prior_role_relative_rating"": 0.0, ""prior_starter_reliability"": 0.5, ""prior_team_state"": -0.5090364474282333, ""prior_team_strength"": -0.11103743340914826, ""schedule_opponent_context"": 3.0, ""playstyle_applicable"": 0.0}"
oe:player:525ac233cf71bc36a611e27a324144f,period:3921ed3cc984afb56c50,"{""bo_format_context"": 16.0, ""canonical_matchup_probability"": 0.48974748, ""playstyle_class_1_probability"": NaN, ""playstyle_class_2_probability"": NaN, ""playstyle_uncertainty"": NaN, ""playstyle_unknown_probability"": NaN, ""prior_above_role_median_rate"": 0.5, ""prior_champion_observation_count"": 0.0, ""prior_core_state"": -0.7125487010226309, ""prior_effective_evidence"": 0.0, ""prior_median_performance"": 14.5, ""prior_player_rating"": 1500.0, ""prior_q25_performance"": 14.5, ""prior_raw_observation_count"": 0.0, ""prior_residual_uncertainty"": 1.6606601717798213, ""prior_role_adjusted_kp"": 0.0, ""prior_role_relative_rating"": 0.0, ""prior_starter_reliability"": 0.5, ""prior_team_state"": -0.5660875054842105, ""prior_team_strength"": -0.16130430458764938, ""schedule_opponent_context"": 4.0, ""playstyle_applicable"": 0.0}"
oe:player:5b4a9ba6121c6d0e37076f8f3523000,period:3921ed3cc984afb56c50,"{""bo_format_context"": 8.0, ""canonical_matchup_probability"": 0.5176935, ""playstyle_class_1_probability"": NaN, ""playstyle_class_2_probability"": NaN, ""playstyle_uncertainty"": NaN, ""playstyle_unknown_probability"": NaN, ""prior_above_role_median_rate"": 0.40636649300354905, ""prior_champion_observation_count"": 66.0, ""prior_core_state"": -0.5193401128309026, ""prior_effective_evidence"": 36.706007708523025, ""prior_median_performance"": 10.875, ""prior_player_rating"": 1490.143890776428, ""prior_q25_performance"": 5.96, ""prior_raw_observation_count"": 66.0, ""prior_residual_uncertainty"": 0.15416911561265875, ""prior_role_adjusted_kp"": -0.058003792704609605, ""prior_role_relative_rating"": -0.09856109223572118, ""prior_starter_reliability"": 0.8346547196392478, ""prior_team_state"": -0.5432517169303966, ""prior_team_strength"": -0.09050075060619484, ""schedule_opponent_context"": 2.0, ""playstyle_applicable"": 0.0}"
oe:player:63ba5c5e5bb73ace706183b5e05a27e,period:3921ed3cc984afb56c50,"{""bo_format_context"": 12.0, ""canonical_matchup_probability"": NaN, ""playstyle_class_1_probability"": NaN, ""playstyle_class_2_probability"": NaN, ""playstyle_uncertainty"": NaN, ""playstyle_unknown_probability"": NaN, ""prior_above_role_median_rate"": 0.6361873568959386, ""prior_champion_observation_count"": 71.0, ""prior_core_state"": NaN, ""prior_effective_evidence"": 64.53204895970275, ""prior_median_performance"": 19.719, ""prior_player_rating"": 1509.306408614337, ""prior_q25_performance"": 9.7, ""prior_raw_observation_count"": 71.0, ""prior_residual_uncertainty"": 0.11680431002962566, ""prior_role_adjusted_kp"": -0.047874523051587355, ""prior_role_relative_rating"": 0.09306408614337029, ""prior_starter_reliability"": 0.781445636859152, ""prior_team_state"": NaN, ""prior_team_strength"": NaN, ""schedule_opponent_context"": 3.0, ""playstyle_applicable"": 0.0}"
oe:player:83eb62484689106807fcf5ad55b5479,period:3921ed3cc984afb56c50,"{""bo_format_context"": 12.0, ""canonical_matchup_probability"": 0.50606881, ""playstyle_class_1_probability"": NaN, ""playstyle_class_2_probability"": NaN, ""playstyle_uncertainty"": NaN, ""playstyle_unknown_probability"": NaN, ""prior_above_role_median_rate"": 0.5, ""prior_champion_observation_count"": 0.0, ""prior_core_state"": -0.7125487010226309, ""prior_effective_evidence"": 0.0, ""prior_median_performance"": 14.5, ""prior_player_rating"": 1500.0, ""prior_q25_performance"": 14.5, ""prior_raw_observation_count"": 0.0, ""prior_residual_uncertainty"": 1.6606601717798213, ""prior_role_adjusted_kp"": 0.0, ""prior_role_relative_rating"": 0.0, ""prior_starter_reliability"": 0.5, ""prior_team_state"": -0.3319168472245776, ""prior_team_strength"": -0.01497563419260551, ""schedule_opponent_context"": 3.0, ""playstyle_applicable"": 0.0}"
oe:player:9d42dba7120418ef641edb36d0edf0c,period:3921ed3cc984afb56c50,"{""bo_format_context"": 8.0, ""canonical_matchup_probability"": 0.44157969, ""playstyle_class_1_probability"": NaN, ""playstyle_class_2_probability"": NaN, ""playstyle_uncertainty"": NaN, ""playstyle_unknown_probability"": NaN, ""prior_above_role_median_rate"": 0.5, ""prior_champion_observation_count"": 0.0, ""prior_core_state"": -0.7125487010226309, ""prior_effective_evidence"": 0.0, ""prior_median_performance"": 14.5, ""prior_player_rating"": 1500.0, ""prior_q25_performance"": 14.5, ""prior_raw_observation_count"": 0.0, ""prior_residual_uncertainty"": 1.6606601717798213, ""prior_role_adjusted_kp"": 0.0, ""prior_role_relative_rating"": 0.0, ""prior_starter_reliability"": 0.5, ""prior_team_state"": -0.7083066557453351, ""prior_team_strength"": -0.3006260761870516, ""schedule_opponent_context"": 2.0, ""playstyle_applicable"": 0.0}"
oe:player:b6ebe3c8487ddc3a23c586e650c4528,period:3921ed3cc984afb56c50,"{""bo_format_context"": 12.0, ""canonical_matchup_probability"": 0.53758022, ""playstyle_class_1_probability"": NaN, ""playstyle_class_2_probability"": NaN, ""playstyle_uncertainty"": NaN, ""playstyle_unknown_probability"": NaN, ""prior_above_role_median_rate"": 0.5664759864517221, ""prior_champion_observation_count"": 156.0, ""prior_core_state"": -0.06560424803956527, ""prior_effective_evidence"": 96.3236510658788, ""prior_median_performance"": 17.67, ""prior_player_rating"": 1507.4956629149046, ""prior_q25_performance"": 9.629999999999999, ""prior_raw_observation_count"": 156.0, ""prior_residual_uncertainty"": 0.1, ""prior_role_adjusted_kp"": 0.03288999108480989, ""prior_role_relative_rating"": 0.07495662914904698, ""prior_starter_reliability"": 0.950208350340327, ""prior_team_state"": -0.28748819012211757, ""prior_team_strength"": 0.061869047982685006, ""schedule_opponent_context"": 3.0, ""playstyle_applicable"": 0.0}"
oe:player:da87886941820cfc2eee112d0143e90,period:3921ed3cc984afb56c50,"{""bo_format_context"": 12.0, ""canonical_matchup_probability"": NaN, ""playstyle_class_1_probability"": NaN, ""playstyle_class_2_probability"": NaN, ""playstyle_uncertainty"": NaN, ""playstyle_unknown_probability"": NaN, ""prior_above_role_median_rate"": 0.5787601732670916, ""prior_champion_observation_count"": 43.0, ""prior_core_state"": NaN, ""prior_effective_evidence"": 42.490829082673244, ""prior_median_performance"": 16.78, ""prior_player_rating"": 1504.9708366405139, ""prior_q25_performance"": 10.09, ""prior_raw_observation_count"": 43.0, ""prior_residual_uncertainty"": 0.1238426503319287, ""prior_role_adjusted_kp"": 0.10930991357246693, ""prior_role_relative_rating"": 0.04970836640513832, ""prior_starter_reliability"": 0.9230111627093469, ""prior_team_state"": NaN, ""prior_team_strength"": NaN, ""schedule_opponent_context"": 3.0, ""playstyle_applicable"": 0.0}"
