player_id,team_id,role,prediction_period_id,game_count_participated,series_count_participated,participated,participation_source,participation_provenance
oe:player:5cc4071294a16477e992b3c8a2b7715,oe:team:8eb884e168f28402ce685bedebb5250,JGL,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""JGL""],""observed_team_ids"":[""oe:team:8eb884e168f28402ce685bedebb5250""]}"
oe:player:61f2c08eb43e1b4fc0bdd988013ee49,oe:team:f7f7324c151aa6ed770b244ce08e027,TOP,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""TOP""],""observed_team_ids"":[""oe:team:f7f7324c151aa6ed770b244ce08e027""]}"
oe:player:63ba5c5e5bb73ace706183b5e05a27e,oe:team:a22510a4756fa424cb0771b13261139,MID,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""MID""],""observed_team_ids"":[""oe:team:a22510a4756fa424cb0771b13261139""]}"
oe:player:6841f2d68619d53bdd1cdbf30b5be2c,oe:team:f7f7324c151aa6ed770b244ce08e027,SUP,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""SUP""],""observed_team_ids"":[""oe:team:f7f7324c151aa6ed770b244ce08e027""]}"
oe:player:73d2b65353d7b00e0f198ffdc085edc,oe:team:87ee02298073abc2d55060f097d4041,BOT,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""BOT""],""observed_team_ids"":[""oe:team:87ee02298073abc2d55060f097d4041""]}"
oe:player:7adc518d589f32912c06de8dae7848e,oe:team:fc8e90107dabb9a35c490b0d86adea0,MID,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""MID""],""observed_team_ids"":[""oe:team:fc8e90107dabb9a35c490b0d86adea0""]}"
oe:player:7e0e7ac2a199e8e2ecb30499a3b2153,oe:team:8eb884e168f28402ce685bedebb5250,MID,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""MID""],""observed_team_ids"":[""oe:team:8eb884e168f28402ce685bedebb5250""]}"
oe:player:803305691092adbf1de29f27a98d2a6,oe:team:2e66da41dc460dd378e3bcc57042d31,TOP,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""TOP""],""observed_team_ids"":[""oe:team:2e66da41dc460dd378e3bcc57042d31""]}"
oe:player:81acc6bcde5c927c78e0990e9887f84,oe:team:fc8e90107dabb9a35c490b0d86adea0,SUP,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""SUP""],""observed_team_ids"":[""oe:team:fc8e90107dabb9a35c490b0d86adea0""]}"
oe:player:84bff3a326833c7c9181c698f676878,oe:team:a22510a4756fa424cb0771b13261139,TOP,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""TOP""],""observed_team_ids"":[""oe:team:a22510a4756fa424cb0771b13261139""]}"
oe:player:88b2fc44169f986bdffd0ffdb0b534a,oe:team:87ee02298073abc2d55060f097d4041,MID,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""MID""],""observed_team_ids"":[""oe:team:87ee02298073abc2d55060f097d4041""]}"
oe:player:88b780b9f178fd2e50a458ae282cd7c,oe:team:a22510a4756fa424cb0771b13261139,SUP,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""SUP""],""observed_team_ids"":[""oe:team:a22510a4756fa424cb0771b13261139""]}"
oe:player:91a74fa03f163055a19da5b16363fc8,oe:team:2e66da41dc460dd378e3bcc57042d31,BOT,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""BOT""],""observed_team_ids"":[""oe:team:2e66da41dc460dd378e3bcc57042d31""]}"
oe:player:96da046ebab4cac9bcba2c9afd85999,oe:team:87ee02298073abc2d55060f097d4041,JGL,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""JGL""],""observed_team_ids"":[""oe:team:87ee02298073abc2d55060f097d4041""]}"
oe:player:9772f394c5e44d54e76aae1647217d0,oe:team:2e66da41dc460dd378e3bcc57042d31,JGL,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""JGL""],""observed_team_ids"":[""oe:team:2e66da41dc460dd378e3bcc57042d31""]}"
oe:player:9a877004ae6373d34cd9ba93decbbd9,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,BOT,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""BOT""],""observed_team_ids"":[""oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6""]}"
oe:player:a04a853a0f540f156d08711204fe252,oe:team:0dbb780176ecad18f17292d1f5653af,JGL,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""JGL""],""observed_team_ids"":[""oe:team:0dbb780176ecad18f17292d1f5653af""]}"
oe:player:a2de87eae98d0ab3b85567026561a51,oe:team:a22510a4756fa424cb0771b13261139,JGL,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""JGL""],""observed_team_ids"":[""oe:team:a22510a4756fa424cb0771b13261139""]}"
oe:player:a3d74b52c8b1367c7044f417b743d75,oe:team:0dbb780176ecad18f17292d1f5653af,MID,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""MID""],""observed_team_ids"":[""oe:team:0dbb780176ecad18f17292d1f5653af""]}"
oe:player:adfab52b74587bc5acc4201c140451a,oe:team:c334c629fea759876e9e04afbe4aee7,MID,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""MID""],""observed_team_ids"":[""oe:team:c334c629fea759876e9e04afbe4aee7""]}"
oe:player:b6ebe3c8487ddc3a23c586e650c4528,oe:team:2e66da41dc460dd378e3bcc57042d31,MID,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""MID""],""observed_team_ids"":[""oe:team:2e66da41dc460dd378e3bcc57042d31""]}"
oe:player:b6f837c8bd1b510dd3f77ee8c903c30,oe:team:2e66da41dc460dd378e3bcc57042d31,SUP,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""SUP""],""observed_team_ids"":[""oe:team:2e66da41dc460dd378e3bcc57042d31""]}"
oe:player:b728b4a88e70fe2d0f10aae80e56ee1,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,JGL,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""JGL""],""observed_team_ids"":[""oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6""]}"
oe:player:ba7c563a5425bd6886dab195a0cd6d0,oe:team:0dbb780176ecad18f17292d1f5653af,BOT,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""BOT""],""observed_team_ids"":[""oe:team:0dbb780176ecad18f17292d1f5653af""]}"
oe:player:bcb79ac1654e9a40600fba1eb3e53af,oe:team:0dbb780176ecad18f17292d1f5653af,TOP,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""TOP""],""observed_team_ids"":[""oe:team:0dbb780176ecad18f17292d1f5653af""]}"
oe:player:bdb90de1ad7c2b7c38ce6f1177c1f62,oe:team:a22510a4756fa424cb0771b13261139,BOT,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""BOT""],""observed_team_ids"":[""oe:team:a22510a4756fa424cb0771b13261139""]}"
oe:player:c271341160441d375411fef9bf2f9ef,oe:team:f7f7324c151aa6ed770b244ce08e027,JGL,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""JGL""],""observed_team_ids"":[""oe:team:f7f7324c151aa6ed770b244ce08e027""]}"
oe:player:c8c5277fe212c2d6d1245bae74294ee,oe:team:f7f7324c151aa6ed770b244ce08e027,MID,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""MID""],""observed_team_ids"":[""oe:team:f7f7324c151aa6ed770b244ce08e027""]}"
oe:player:cbfc4c587ee049e419eefd386c1acd3,oe:team:c334c629fea759876e9e04afbe4aee7,SUP,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""SUP""],""observed_team_ids"":[""oe:team:c334c629fea759876e9e04afbe4aee7""]}"
oe:player:e03d0722b6dce835cde3268c08c4f54,oe:team:fc8e90107dabb9a35c490b0d86adea0,TOP,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""TOP""],""observed_team_ids"":[""oe:team:fc8e90107dabb9a35c490b0d86adea0""]}"
oe:player:e4e943fa882367a96fb2a365de4e28c,oe:team:c334c629fea759876e9e04afbe4aee7,TOP,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""TOP""],""observed_team_ids"":[""oe:team:c334c629fea759876e9e04afbe4aee7""]}"
oe:player:e6e30c037d0b75caa94827ead86b4ed,oe:team:87ee02298073abc2d55060f097d4041,SUP,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""SUP""],""observed_team_ids"":[""oe:team:87ee02298073abc2d55060f097d4041""]}"
oe:player:e95a34ce4e7feb3a2939c52ddac5d17,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,MID,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""MID""],""observed_team_ids"":[""oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b""]}"
oe:player:ed455f823b6586e9e3621dfb5aeb42e,oe:team:fc8e90107dabb9a35c490b0d86adea0,JGL,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""JGL""],""observed_team_ids"":[""oe:team:fc8e90107dabb9a35c490b0d86adea0""]}"
oe:player:f25df399390d86b9a1e83216dae597b,oe:team:8eb884e168f28402ce685bedebb5250,BOT,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""BOT""],""observed_team_ids"":[""oe:team:8eb884e168f28402ce685bedebb5250""]}"
oe:player:f35d122e169ccf24593a4d06927a3e2,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""TOP""],""observed_team_ids"":[""oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6""]}"
oe:player:f48c70640770b42b5d7dd72aa21e005,oe:team:0dbb780176ecad18f17292d1f5653af,SUP,period:01bed218199c5fc6a295,2,2,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""SUP""],""observed_team_ids"":[""oe:team:0dbb780176ecad18f17292d1f5653af""]}"
oe:player:007be3acd5669d100711b13d79e2336,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,period:03ffd32cfddfafb63d73,2,1,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""TOP""],""observed_team_ids"":[""oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6""]}"
oe:player:05fafeaf23dc3285558a4e968970b9f,oe:team:8eb884e168f28402ce685bedebb5250,SUP,period:03ffd32cfddfafb63d73,3,1,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""SUP""],""observed_team_ids"":[""oe:team:8eb884e168f28402ce685bedebb5250""]}"
oe:player:10fcffece0ac7be85f09c4b51a75762,oe:team:0dbb780176ecad18f17292d1f5653af,BOT,period:03ffd32cfddfafb63d73,2,1,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""BOT""],""observed_team_ids"":[""oe:team:0dbb780176ecad18f17292d1f5653af""]}"
oe:player:1970fcb701acce66e0771946bbb3105,oe:team:8eb884e168f28402ce685bedebb5250,JGL,period:03ffd32cfddfafb63d73,3,1,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""JGL""],""observed_team_ids"":[""oe:team:8eb884e168f28402ce685bedebb5250""]}"
oe:player:1efc4e5732e91520d03385900b903f9,oe:team:fc8e90107dabb9a35c490b0d86adea0,TOP,period:03ffd32cfddfafb63d73,3,1,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""TOP""],""observed_team_ids"":[""oe:team:fc8e90107dabb9a35c490b0d86adea0""]}"
oe:player:21f59b54f62b5b8b4bc0f63f0f617fc,oe:team:8eb884e168f28402ce685bedebb5250,TOP,period:03ffd32cfddfafb63d73,3,1,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""TOP""],""observed_team_ids"":[""oe:team:8eb884e168f28402ce685bedebb5250""]}"
oe:player:3e722c8ede909c83af9342c41805a16,oe:team:2e66da41dc460dd378e3bcc57042d31,SUP,period:03ffd32cfddfafb63d73,3,1,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""SUP""],""observed_team_ids"":[""oe:team:2e66da41dc460dd378e3bcc57042d31""]}"
oe:player:40704dfd2d966862568d29770de57bd,oe:team:0dbb780176ecad18f17292d1f5653af,SUP,period:03ffd32cfddfafb63d73,2,1,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""SUP""],""observed_team_ids"":[""oe:team:0dbb780176ecad18f17292d1f5653af""]}"
oe:player:460ae5a7af8d68f7831b70307210ab3,oe:team:fc8e90107dabb9a35c490b0d86adea0,BOT,period:03ffd32cfddfafb63d73,3,1,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""BOT""],""observed_team_ids"":[""oe:team:fc8e90107dabb9a35c490b0d86adea0""]}"
oe:player:494fc60dffbb5da1caa2226baef0ec7,oe:team:b360f1d729b0a8e0f29a5243c4200fa,BOT,period:03ffd32cfddfafb63d73,3,1,true,src_oracles_elixir,"{""context_selection"":""GAME_COUNT_MODE_THEN_LEXICAL_TIEBREAK"",""method"":""RETROSPECTIVE_POSITIVE_PLAYER_GAME_ROWS_ONLY"",""observed_roles"":[""BOT""],""observed_team_ids"":[""oe:team:b360f1d729b0a8e0f29a5243c4200fa""]}"
